"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","List users with page and per_page parameters","chromium","Sun Mar 02 02:57:24 GMT 2025","passed","Sun Mar 02 02:57:24 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","184","List users with page not data exist","chromium","Sun Mar 02 02:57:24 GMT 2025","passed","Sun Mar 02 02:57:25 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","164","Register unsuccessful - should return missing password error","chromium","Sun Mar 02 02:57:26 GMT 2025","passed","Sun Mar 02 02:57:26 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","169","Register success - should return id and token","chromium","Sun Mar 02 02:57:26 GMT 2025","passed","Sun Mar 02 02:57:26 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","330","Login API","chromium","Sun Mar 02 02:57:25 GMT 2025","passed","Sun Mar 02 02:57:26 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","174","Update an existing user","chromium","Sun Mar 02 02:57:25 GMT 2025","passed","Sun Mar 02 02:57:25 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","30","Single User","chromium","Sun Mar 02 02:57:25 GMT 2025","passed","Sun Mar 02 02:57:25 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","169","Update an existing user","chromium","Sun Mar 02 02:57:26 GMT 2025","passed","Sun Mar 02 02:57:26 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","36","List users with page parameter","chromium","Sun Mar 02 02:57:24 GMT 2025","passed","Sun Mar 02 02:57:24 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","175","Create a new user","chromium","Sun Mar 02 02:57:25 GMT 2025","passed","Sun Mar 02 02:57:25 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","158","List User Without Parameter","chromium","Sun Mar 02 02:57:24 GMT 2025","passed","Sun Mar 02 02:57:24 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","168","List users with id not exist","chromium","Sun Mar 02 02:57:25 GMT 2025","passed","Sun Mar 02 02:57:25 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
